    0.178023     3.995528     2.298866     1.978209     3.749515    -1.138187     0.994028    -0.721594     0.614305      1
    0.178023     5.009293     3.063454     2.127218     3.152355     0.930724    -0.268129     1.048296    -0.113666      1
    0.178023     2.308147     1.403166     1.154334     2.768263    -1.231995     1.211674    -0.466589     0.147052      1
    0.178023     4.280046     3.758795     1.182723     4.471109    -0.448402    -0.455389     0.511109    -0.080985      1
    0.178023     4.460214     1.270875     1.496882     2.456068     1.567490    -0.626236     1.030235    -0.090578      1
    0.648671     5.275412     3.410596     0.539402     3.563426    -0.246260    -1.213011     1.670641    -0.066613      2
    0.648671     4.081223     1.615679     1.306806     3.317674     0.132855     1.167997    -2.103891     0.065969      2
    0.648671     4.124868     2.471718     1.432791     3.668975    -0.210343     1.132979    -1.731617    -0.167348      2
    0.648671     4.534097     2.330414     2.142631     2.794368     1.845207     2.195209     1.172568    -0.468609      2
    0.648671     3.762018     2.078882     1.732534     3.478663     0.140361     0.055118     0.225319    -0.502733      2
   -0.131334     4.143761     3.024053     0.820875     4.490257    -1.025630     0.595432    -0.411470     0.208025      3
   -0.131334     3.588662     1.765625     1.578042     3.626606    -0.455351     0.308674    -0.688166     0.749984      3
   -0.131334     3.491763     2.437207     1.180986     2.960963    -0.780991    -1.283466    -0.448139    -0.056733      3
   -0.131334     2.835903     1.178630     0.702632     3.879737    -1.933219     0.446683    -0.278720    -0.566364      3
   -0.131334     3.654603     2.630600     1.742237     3.390111     0.437928    -0.314655     2.450680     0.125714      3
   -0.283094     3.820421     2.459991     1.295714     3.479569    -0.790921     2.149978     0.347482     1.035781      4
   -0.283094     4.248077     1.574532     0.968510     2.849696     0.890362    -0.406082     0.585110     0.402290      4
   -0.283094     4.313240     2.512937     1.906657     3.849002     1.052749    -1.113036    -1.093522     0.234108      4
   -0.283094     3.329254     2.166644     2.017803     2.704066    -1.052428     1.039964    -0.409902    -1.844314      4
   -0.283094     3.680238     1.650222     0.989615     3.640468    -0.749670    -0.323412    -0.090967     0.585201      4
   -0.178130     3.536880     2.863421     0.749327     3.860851     0.585362     0.869366     0.250171     1.916137      5
   -0.178130     3.246738     3.206191     1.945475     3.483694     0.102204    -1.126684     1.302366     0.008149      5
   -0.178130     3.178908     1.850211     2.124254     2.438897     0.232023     1.086960     0.508208     0.262913      5
   -0.178130     1.615084     1.859531     1.192085     2.851510    -1.436228    -0.878564    -0.235700     0.969478      5
   -0.178130     3.294635     1.083004     1.130941     2.304494    -0.924931     0.469873    -0.051512     1.034601      5
   -1.365958     1.403705     2.236515     1.744266     3.144541    -2.486255    -0.195811     0.932700     0.101270      6
   -1.365958     3.974752     2.659536     1.642330     3.927105     0.265408    -1.815848    -0.292925    -0.844473      6
   -1.365958     3.136030     2.940697     1.856768     2.758858     0.124627    -0.740422    -0.611733    -0.497389      6
   -1.365958     3.152845     1.633973     1.278472     1.931880    -0.016741    -1.245982     0.460314     0.795900      6
   -1.365958     4.016094     2.590443     1.669345     3.364835     0.630932     0.439068     1.260190    -0.856951      6
   -0.166407     2.382606     2.285626     1.563510     2.686083    -0.538123     0.789415    -0.172974     0.108388      7
   -0.166407     1.784535     2.414054     2.522057     3.457615    -0.436753    -0.413795     0.851839     1.011288      7
   -0.166407     3.103930     2.789913     2.204330     3.846574     0.161899    -0.608449     1.614681     0.759767      7
   -0.166407     3.726212     3.855558     1.207159     3.451424     0.399098     0.250447     1.663885    -0.280733      7
   -0.166407     3.546195     3.360978     1.083276     3.652989    -0.095530    -1.876839     0.110518    -0.614572      7
    0.917509     3.562664     2.674544     1.546428     3.802234    -0.395362    -0.878701    -1.709925    -0.225159      8
    0.917509     4.348677     2.454821     1.276169     3.741639    -0.055508    -0.940805    -0.163641     0.615501      8
    0.917509     4.581013     3.452851     0.515572     3.420559    -0.165330    -1.048608     0.422872     1.044877      8
    0.917509     4.347762     2.061653     1.010642     3.491605    -0.058284     0.588873    -0.624666     0.168473      8
    0.917509     3.387951     2.173372     0.427795     3.523944    -0.810270     0.822536    -0.489100     0.660286      8
   -0.270636     3.344171     3.102436     0.965666     3.623255    -0.216622    -0.017815     0.883919    -0.066809      9
   -0.270636     3.094813     2.361720     1.434236     3.647445     0.250326     0.607024     0.460296    -0.424822      9
   -0.270636     3.223182     2.686012     1.989437     3.095049     0.225420    -1.219346     0.537176     0.554437      9
   -0.270636     2.841464     2.525088     0.459108     4.436774    -1.332245    -1.582248     0.088757    -0.684709      9
   -0.270636     3.219620     2.240845     2.581033     3.703458     0.533658     0.691700    -1.439067    -0.275871      9
    1.031881     3.650876     2.061177     1.728707     3.502270     0.744797     0.772859    -1.317461     0.690208     10
    1.031881     3.089076     3.770354     2.586292     2.505728     1.036728     0.830873     2.070557     0.367479     10
    1.031881     2.856331     2.041877     1.379884     3.078577    -0.410808     0.404607     1.007745     1.250282     10
    1.031881     3.538948     1.816439     0.955103     2.781946    -0.004518     1.361816     0.791821    -0.051157     10
    1.031881     2.886008     2.794828     1.350903     3.346713     0.182802     0.176318     0.038759    -0.844077     10
   -0.830746     3.266781     2.456754     0.947558     3.828051     0.445531     0.329040    -0.695067    -0.488473     11
   -0.830746     1.792963     1.293940     1.099918     2.719147    -1.050135     0.201763     0.402970    -0.710660     11
   -0.830746     3.121205     1.498824     0.764166     3.395275    -0.145378     0.334368     0.839718     0.040786     11
   -0.830746     4.236497     1.535435    -0.215358     2.429725     0.096905    -1.093219     1.045751     1.049630     11
   -0.830746     4.751411     2.390768    -0.369051     2.653760     1.490085    -2.454486    -0.681692     0.487268     11
   -0.830746     1.909299     2.620076     0.682086     3.649544    -2.338019     0.481002    -0.682300     0.424840     11
    1.429245     2.766621     1.965371     0.579576     2.939100    -1.378938    -0.183740     0.248468    -0.936911     12
    1.429245     3.869745     1.923169     1.626690     2.909931    -0.262682    -1.138666     0.125817    -0.598983     12
    1.429245     4.705203     2.440692     1.844632     3.376092     1.297864    -0.516491    -0.527178    -0.523837     12
    1.429245     3.893218     1.730909     0.871690     3.886121    -0.851802    -0.497857    -2.540728     0.485288     12
    1.429245     3.358590     2.272363     3.014960     3.030872     0.870142     0.045383    -0.301188    -0.988201     12
    1.429245     3.867813     3.295239     1.400065     4.347053    -0.132236    -0.984436     1.174955    -0.111763     12
   -0.622292     4.182282     1.940521     1.846625     2.270867     0.344700     1.189958    -0.741813    -0.206025     13
   -0.622292     3.089696     2.144296     1.781959     3.299711    -1.385343    -0.116596     1.201437    -0.502442     13
   -0.622292     2.215201     1.597244     1.558428     3.432755    -1.823013     0.065280    -0.741635     0.691399     13
   -0.622292     4.597017     2.230841     1.597554     3.646348     1.358631     0.841454    -0.664608    -0.257105     13
   -0.622292     3.926859     2.232772     1.378576     3.589520     0.273661    -0.076615     0.337278    -0.489253     13
   -0.622292     3.191722     2.191388     1.655930     4.068361    -0.478315     1.735016    -2.062140    -0.029267     13
    0.819644     4.455758     2.828273     0.926166     3.215079     0.191294    -0.915477    -0.097842    -0.114899     14
    0.819644     4.627080     3.558842     1.410399     3.668462     0.382326    -0.037065     0.513425     0.816689     14
    0.819644     4.747632     2.339443     1.758429     3.978412     1.460733     0.348904    -1.371591     0.595978     14
    0.819644     3.752479     2.193026     1.524086     3.329005    -0.177233     0.737377    -1.106750    -0.337265     14
    0.819644     3.231060     2.266236    -0.358010     3.899443    -1.545978     0.000987    -0.306074     0.146610     14
    0.819644     4.856242     3.543246     1.317035     3.662342     1.752485     1.665600     1.213581     0.345862     14
    0.358134     1.493704     2.176107     1.363918     3.287208    -2.291940     1.149850     0.946575    -1.378247     15
    0.358134     3.706745     2.403287     1.508746     2.855618     0.450147    -0.056627     0.068003     0.387267     15
    0.358134     1.986074     1.738491     1.442118     4.035674    -1.764161     0.191719    -1.100349    -0.968042     15
    0.358134     3.325746     2.715588     1.038283     4.549747    -0.557052     0.049747    -0.535833     0.070300     15
    0.358134     2.662830     2.134786     2.529474     4.351192    -0.250616     0.223113    -0.360461    -0.066947     15
    0.358134     3.237926     1.648381     1.427778     2.740401    -0.305394     1.105351    -0.337257    -0.342984     15
    1.581404     4.652180     2.703186     1.253005     3.127099     0.643513    -1.265352    -0.371293     0.224900     16
    1.581404     4.529973     2.672913     0.641844     3.148388     0.746342     0.196696     1.044997    -0.126546     16
    1.581404     4.380784     1.379430     1.572778     2.604071     0.945904    -0.705766    -0.613325    -0.627013     16
    1.581404     2.928823     1.682204     1.887720     3.005332    -0.904675    -1.509539     0.897003    -0.261256     16
    1.581404     2.517910     2.188938    -0.036778     3.004292    -1.746325     0.205655     2.454052     0.613426     16
    1.581404     3.772428     2.821589     1.379197     3.330000    -0.158826    -0.083515    -0.565985    -0.561351     16
    0.306137     3.953095     1.910849     1.743877     2.734765    -0.051460    -0.400555     0.535998     0.375726     17
    0.306137     4.044570     1.933142     1.811246     3.177319    -0.432320    -0.778916    -1.267216     0.472622     17
    0.306137     3.911041     2.274193     2.261187     2.907931     0.646236    -0.163327     0.652685    -0.579376     17
    0.306137     6.384513     3.216944     1.081863     4.105487     1.081697     0.190525     0.088955     0.318098     17
    0.306137     3.636238     1.833080     2.385860     3.442165    -0.192513     0.686727    -2.045304     0.434846     17
    0.306137     4.788389     2.723616     3.282920     3.996673     0.923589    -0.296651     1.339235     0.262882     17
   -0.002972     2.292710     1.923895     0.911423     3.867607    -1.429335    -0.150386     1.344832     0.424725     18
   -0.002972     3.722558     2.429668     1.871275     4.192438    -0.620160    -0.079757     0.998425     0.089356     18
   -0.002972     5.175970     3.772643     2.739774     3.474592     1.931296     0.093029     0.331566    -0.669077     18
   -0.002972     3.435526     2.358351     0.738683     3.129576    -1.087149    -2.122304    -0.380600     0.241706     18
   -0.002972     4.520654     2.244637     0.921287     2.690947    -0.352695    -0.583655     1.123657     1.081814     18
   -0.002972     4.176404     2.383083     2.699726     3.038984     1.738868     0.232275     1.742722    -0.161301     18
   -0.260607     3.441159     1.475889     1.981866     3.969331    -0.594568    -0.632047    -0.105648     1.000829     19
   -0.260607     4.964541     0.916397     2.740317     2.160759     1.932145     0.193530    -0.018972     0.223232     19
   -0.260607     3.887942     2.540059     2.241651     3.653802    -0.910342    -0.218183    -0.280343    -0.565350     19
   -0.260607     3.856951     3.049076     2.228354     4.079497    -1.137160    -0.576132     0.579315    -0.420670     19
   -0.260607     3.427153     2.401535     2.584807     2.321295    -0.942682     0.696360    -0.666348    -0.185137     19
   -0.260607     3.755858     1.562006     2.020450     2.686078    -0.214114     0.772914     1.635608    -0.299760     19
   -0.166521     3.240594     2.162980     3.000563     2.212767     0.291515    -0.321937     0.720625     1.133730     20
   -0.166521     2.363299     1.091717     3.050231     2.706541    -0.218590    -0.230353    -0.323341     0.464384     20
   -0.166521     3.666686     1.995559     1.883113     4.200276    -0.458762    -0.133300    -1.492012     0.562443     20
   -0.166521     4.100884     2.868084     1.758033     3.573708    -0.229491    -1.652896    -1.371375    -1.044044     20
   -0.166521     3.291929     1.594466     3.145043     4.058068     1.024227    -0.213366    -0.925438    -0.575833     20
   -0.166521     4.711150     3.299571     2.654319     3.875663     1.473529    -0.219636     0.916535    -0.247080     20
    0.676151     3.856362     2.718945     0.686741     3.638986    -0.256724     0.736596    -1.274216    -0.738473     21
    0.676151     3.629622     2.341438     0.164433     3.701503    -0.370131     1.627447    -2.950221     0.447940     21
    0.676151     4.289717     2.650241     0.573252     3.950803     0.187820    -0.803016    -1.768937     0.640740     21
    0.676151     3.647179     2.618582     1.577457     3.728319     1.034397     0.738235    -0.403897     0.298179     21
    0.676151     2.714183     2.524442     1.474329     3.678227     0.065578     0.644097    -0.229939    -0.088159     21
    0.676151     3.130625     1.917268     1.252555     2.887456    -0.844043    -0.813305     0.578168     0.873516     21
   -0.292829     3.036729     3.305409     2.044604     3.550278     0.281634     0.776762     1.299349     0.963883     22
   -0.292829     2.469072     2.705310     1.173906     3.469199    -0.471386     0.387790    -0.541619    -0.203830     22
   -0.292829     3.289670     2.283927     2.202944     3.916123     0.056138    -0.096731     0.586016    -1.104726     22
   -0.292829     4.669784     3.521577     1.879403     3.661561     0.819572    -0.173561     1.402793     0.897531     22
   -0.292829     1.790153     2.351033     2.779747     3.107213     0.011142    -0.660815     0.254305     1.365143     22
   -0.292829     3.701284     2.823468     1.298721     3.612639     0.436906     0.227539     0.963809     1.054955     22
    0.637862     4.812688     2.587154     1.130966     3.649847     0.622974     0.997225    -0.226257     0.940085     23
    0.637862     4.219827     3.449728     1.760090     4.391184     1.054609    -0.037536     0.631932     0.545751     23
    0.637862     3.822296     2.400466     1.717693     3.731877     0.279656     0.282754    -0.803302    -0.442051     23
    0.637862     3.151587     1.276607     1.473055     3.741175    -1.422565     0.044068    -2.033635    -0.341463     23
    0.637862     3.122885     1.242855     1.687469     2.662067    -0.876187    -0.598407    -0.757286     0.406841     23
    0.637862     3.435559     2.831395     1.171979     4.290412    -0.243417    -0.330221    -0.676827    -0.550396     23
    0.584128     1.755825     2.573204     1.407070     4.636488    -0.121417    -0.103390     1.566356    -0.147393     24
    0.584128     3.348772     2.645356     2.042850     3.250192     0.432176     0.762030     0.560639    -0.055267     24
    0.584128     3.153084     1.120120     0.914061     3.123161    -0.367826    -1.101939    -1.177953     0.477948     24
    0.584128     3.182619     2.654780     1.571951     3.409754     1.857846    -0.583877     0.460044    -0.026783     24
    0.584128     2.379998     3.015790     1.344648     4.942434     0.277624    -0.502947     0.856914    -0.014647     24
    0.584128     4.001129     1.784849     0.508902     2.707203     0.723909    -0.337399     0.856960     0.433216     24
    0.093888     3.990615     1.382032     2.407591     3.457531     1.146289     0.583254     0.703182     0.073832     25
    0.093888     4.118772     2.948704     2.073639     4.200201     0.554160     0.080692    -1.903579    -0.216624     25
    0.093888     4.273046     3.161493     1.905512     3.677893     0.749972     0.372115     0.750066     0.818116     25
    0.093888     3.184638     1.689687     1.947727     3.365259    -0.236663    -0.006070    -0.073452     0.013046     25
    0.093888     3.983229     1.863655     2.054381     2.393129     0.092636     0.644288    -0.118183    -0.776533     25
    0.093888     2.918716     2.180777     2.443224     3.163344    -0.588117    -0.819627     1.150320    -0.551008     25
    0.295601     4.177776     2.170068     0.993390     3.135311     0.240023    -0.104471    -0.730270     0.294548     26
    0.295601     2.832937     2.637979     1.685713     3.655079    -1.048659     0.666081    -0.074808     0.514152     26
    0.295601     3.431167     2.630351     0.752046     3.572416     1.220209     0.231790     1.271685    -0.040048     26
    0.295601     4.227855     2.965976     2.388328     3.462231     0.606858    -0.749253    -1.821959     0.884462     26
    0.295601     3.351164     2.237052     1.556601     3.246377    -0.474287    -0.892369    -1.432300     0.351031     26
    0.295601     3.252401     1.786744     1.169547     3.696143    -0.186719     0.109093     0.435441    -1.487429     26
    0.458918     3.184018     2.494148     0.857299     3.895940    -1.087811    -0.401137     0.251569    -0.815594     27
    0.458918     3.497738     1.793928     2.387505     2.652395     0.587874    -0.232105    -0.200540     0.682877     27
    0.458918     4.109543     3.034994     1.626995     3.392588     1.248181    -0.004774    -0.468552     0.002658     27
    0.458918     3.492268     2.526252     1.983982     3.463524     0.009364    -0.708113    -0.571793    -1.361171     27
    0.458918     3.785689     2.933885     0.682764     3.724824    -0.481320     0.789189     1.948732     0.669386     27
    0.458918     4.603888     1.647757     1.977648     3.183845     0.618039     0.350994    -1.522821    -0.147821     27
    0.882555     2.939713     2.045841     0.388671     2.859676    -1.227663    -0.241457     2.489369     0.749123     28
    0.882555     4.222432     3.744569     0.402065     3.657573    -0.054170    -0.359274     1.527751    -0.656911     28
    0.882555     3.906837     2.628274     0.814472     3.542648    -1.299163     0.554345    -1.372997    -1.061651     28
    0.882555     4.726600     3.014145     1.689868     4.394198     1.043321    -0.002618     1.168609    -0.439713     28
    0.882555     3.851441     2.557699     0.389259     3.738973    -0.737546    -0.415036     1.435417     0.045024     28
    0.882555     4.636051     2.959652     1.749844     3.259462     0.777705     1.369110     0.315820    -0.226917     28
   -0.373087     3.785698     2.191539     0.876723     3.180153     0.203840     0.942411    -0.813610    -0.108265     29
   -0.373087     5.081715     3.195146     0.841882     3.392339     0.725278    -0.918159    -1.771374     0.099332     29
